drug_a	drug_b	cell_line	score	fold
VINBLASTINE	MK-5108	A427	0.01478206	2
VINBLASTINE	MK-5108	CAOV3	8.5233476563	2
VINBLASTINE	MK-5108	COLO320DM	8.5041662399	2
VINBLASTINE	MK-5108	DLD1	8.776933767000001	2
VINBLASTINE	MK-5108	EFM192B	16.513712333	2
VINBLASTINE	MK-5108	ES2	18.4774008152	2
VINBLASTINE	MK-5108	HCT116	21.8439556884	2
VINBLASTINE	MK-5108	HT144	13.581008089000001	2
VINBLASTINE	MK-5108	HT29	41.0190739217	2
VINBLASTINE	MK-5108	KPL1	13.9932932128	2
VINBLASTINE	MK-5108	LNCAP	3.1929966723	2
VINBLASTINE	MK-5108	LOVO	6.4818366079	2
VINBLASTINE	MK-5108	MDAMB436	19.738352133499998	2
VINBLASTINE	MK-5108	MSTO	29.3703801196	2
VINBLASTINE	MK-5108	NCIH1650	20.8738616864	2
VINBLASTINE	MK-5108	NCIH2122	-7.5078880015	2
VINBLASTINE	MK-5108	NCIH23	1.7503335885	2
VINBLASTINE	MK-5108	NCIH460	-4.4398033947	2
VINBLASTINE	MK-5108	NCIH520	6.158435835	2
VINBLASTINE	MK-5108	OCUBM	23.760715797800003	2
VINBLASTINE	MK-5108	OV90	16.3857506602	2
VINBLASTINE	MK-5108	OVCAR3	9.1247732579	2
VINBLASTINE	MK-5108	PA1	-11.768631810799999	2
VINBLASTINE	MK-5108	RKO	41.3361982311	2
VINBLASTINE	MK-5108	RPMI7951	-3.5346059347000005	2
VINBLASTINE	MK-5108	SKMEL30	28.609027599	2
VINBLASTINE	MK-5108	SKMES1	10.0147922791	2
VINBLASTINE	MK-5108	SKOV3	25.397380613699998	2
VINBLASTINE	MK-5108	SW620	37.5209694842	2
VINBLASTINE	MK-5108	SW837	36.2539976144	2
VINBLASTINE	MK-5108	T47D	9.6091452528	2
VINBLASTINE	MK-5108	UACC62	14.778070127100001	2
VINBLASTINE	MK-5108	UWB1289BRCA1	6.9821178054	2
VINBLASTINE	MK-5108	UWB1289	-8.1188058193	2
VINBLASTINE	MK-5108	VCAP	39.3568661073	2
VINBLASTINE	MK-5108	ZR751	-1.6611855866	2
VINBLASTINE	MK-8669	A2058	50.4857898195	0
VINBLASTINE	MK-8669	A2780	7.8804152863	0
VINBLASTINE	MK-8669	A375	6.2537470713	0
VINBLASTINE	MK-8669	A427	-5.5692420872	0
VINBLASTINE	MK-8669	CAOV3	-8.431965661900001	0
VINBLASTINE	MK-8669	COLO320DM	-1.2748282492	0
VINBLASTINE	MK-8669	DLD1	13.4878038644	0
VINBLASTINE	MK-8669	EFM192B	49.9296777688	0
VINBLASTINE	MK-8669	ES2	23.6214223819	0
VINBLASTINE	MK-8669	HCT116	-19.2263447833	0
VINBLASTINE	MK-8669	HT144	23.298592818499998	0
VINBLASTINE	MK-8669	HT29	0.3825316234	0
VINBLASTINE	MK-8669	KPL1	58.5072731828	0
VINBLASTINE	MK-8669	LNCAP	16.5747313879	0
VINBLASTINE	MK-8669	LOVO	32.6992472687	0
VINBLASTINE	MK-8669	MDAMB436	-3.4380896738	0
VINBLASTINE	MK-8669	MSTO	69.316448928	0
VINBLASTINE	MK-8669	NCIH1650	13.6943265524	0
VINBLASTINE	MK-8669	NCIH2122	-8.9112817848	0
VINBLASTINE	MK-8669	NCIH23	-5.4776108399000005	0
VINBLASTINE	MK-8669	NCIH460	-3.7340643991	0
VINBLASTINE	MK-8669	NCIH520	-2.8099920382	0
VINBLASTINE	MK-8669	OCUBM	24.147599598600003	0
VINBLASTINE	MK-8669	OV90	17.8398804423	0
VINBLASTINE	MK-8669	OVCAR3	1.244624592	0
VINBLASTINE	MK-8669	PA1	-6.4283222341999995	0
VINBLASTINE	MK-8669	RKO	16.9069843226	0
VINBLASTINE	MK-8669	RPMI7951	20.0700000261	0
VINBLASTINE	MK-8669	SKMEL30	30.079807972199998	0
VINBLASTINE	MK-8669	SKMES1	20.111974446199998	0
VINBLASTINE	MK-8669	SKOV3	40.587218729	0
VINBLASTINE	MK-8669	SW620	22.7495252032	0
VINBLASTINE	MK-8669	SW837	2.2877853104	0
VINBLASTINE	MK-8669	T47D	32.4552296116	0
VINBLASTINE	MK-8669	UACC62	29.642292973000004	0
VINBLASTINE	MK-8669	UWB1289BRCA1	15.7061503732	0
VINBLASTINE	MK-8669	UWB1289	-12.956450690499999	0
VINBLASTINE	MK-8669	VCAP	31.8548965575	0
VINBLASTINE	MK-8669	ZR751	23.2230304779	0
VINBLASTINE	MK-8776	A2058	13.5495395557	0
VINBLASTINE	MK-8776	A2780	-13.2982042778	0
VINBLASTINE	MK-8776	A375	10.897820344500001	0
VINBLASTINE	MK-8776	A427	-22.150267655900002	0
VINBLASTINE	MK-8776	CAOV3	-4.6913478934	0
VINBLASTINE	MK-8776	COLO320DM	3.5033859864999997	0
VINBLASTINE	MK-8776	DLD1	-0.93306293	0
VINBLASTINE	MK-8776	EFM192B	3.1256690705000003	0
VINBLASTINE	MK-8776	ES2	22.8160446521	0
VINBLASTINE	MK-8776	HCT116	-9.519189216900001	0
VINBLASTINE	MK-8776	HT144	7.8578347962	0
VINBLASTINE	MK-8776	HT29	-18.8502367428	0
VINBLASTINE	MK-8776	KPL1	-1.7928156188	0
VINBLASTINE	MK-8776	LNCAP	11.2828108819	0
VINBLASTINE	MK-8776	LOVO	4.6295579614	0
VINBLASTINE	MK-8776	MDAMB436	-11.2780251107	0
VINBLASTINE	MK-8776	MSTO	-6.709150993500001	0
VINBLASTINE	MK-8776	NCIH1650	15.1462801452	0
VINBLASTINE	MK-8776	NCIH2122	-48.001945769799995	0
VINBLASTINE	MK-8776	NCIH23	-21.1912668208	0
VINBLASTINE	MK-8776	NCIH460	-9.2166382337	0
VINBLASTINE	MK-8776	NCIH520	-7.3347962741999995	0
VINBLASTINE	MK-8776	OCUBM	25.828621761399997	0
VINBLASTINE	MK-8776	OV90	-10.434518664299999	0
VINBLASTINE	MK-8776	OVCAR3	-24.7708151097	0
VINBLASTINE	MK-8776	PA1	-26.0103294042	0
VINBLASTINE	MK-8776	RKO	7.551551094700001	0
VINBLASTINE	MK-8776	RPMI7951	-28.9042643077	0
VINBLASTINE	MK-8776	SKMEL30	-0.5200005411999999	0
VINBLASTINE	MK-8776	SKMES1	-23.3806444404	0
VINBLASTINE	MK-8776	SKOV3	7.7242606541	0
VINBLASTINE	MK-8776	SW620	3.9928404344999997	0
VINBLASTINE	MK-8776	SW837	-30.7718172971	0
VINBLASTINE	MK-8776	T47D	-91.15214813770001	0
VINBLASTINE	MK-8776	UACC62	0.0001836768	0
VINBLASTINE	MK-8776	UWB1289BRCA1	-20.577711636500002	0
VINBLASTINE	MK-8776	UWB1289	-29.4530410881	0
VINBLASTINE	MK-8776	VCAP	7.3589501129	0
VINBLASTINE	MK-8776	ZR751	-30.2877158227	0
VINBLASTINE	PD325901	A2058	14.1881072772	4
VINBLASTINE	PD325901	A2780	10.8678713434	4
VINBLASTINE	PD325901	A375	-1.7319669662000001	4
VINBLASTINE	PD325901	A427	3.8901971937	4
VINBLASTINE	PD325901	CAOV3	-13.909249472599999	4
VINBLASTINE	PD325901	COLO320DM	8.3243268288	4
VINBLASTINE	PD325901	DLD1	8.1895172931	4
VINBLASTINE	PD325901	EFM192B	-0.8420351206000001	4
VINBLASTINE	PD325901	ES2	33.9111057275	4
VINBLASTINE	PD325901	HCT116	-0.5355722615	4
VINBLASTINE	PD325901	HT144	24.4575839766	4
VINBLASTINE	PD325901	HT29	-25.2045331599	4
VINBLASTINE	PD325901	KPL1	20.0954351355	4
VINBLASTINE	PD325901	LNCAP	12.7465968522	4
VINBLASTINE	PD325901	LOVO	8.3062455115	4
VINBLASTINE	PD325901	MDAMB436	-7.570960472	4
VINBLASTINE	PD325901	MSTO	-1.0595934109	4
VINBLASTINE	PD325901	NCIH1650	5.8506540102999995	4
VINBLASTINE	PD325901	NCIH2122	-30.451033760799998	4
VINBLASTINE	PD325901	NCIH23	-7.6296395829999994	4
VINBLASTINE	PD325901	NCIH460	-0.4373407446	4
VINBLASTINE	PD325901	NCIH520	-1.7615663175	4
VINBLASTINE	PD325901	OCUBM	9.515527909600001	4
VINBLASTINE	PD325901	OV90	-0.990771161	4
VINBLASTINE	PD325901	OVCAR3	-0.172139285	4
VINBLASTINE	PD325901	PA1	0.11721094230000001	4
VINBLASTINE	PD325901	RKO	29.232763873000003	4
VINBLASTINE	PD325901	RPMI7951	-9.156636772	4
VINBLASTINE	PD325901	SKMEL30	-1.9239518231000001	4
VINBLASTINE	PD325901	SKMES1	-13.0645656005	4
VINBLASTINE	PD325901	SKOV3	10.5309227624	4
VINBLASTINE	PD325901	SW620	21.106170373199998	4
VINBLASTINE	PD325901	SW837	-4.3798042692	4
VINBLASTINE	PD325901	T47D	28.2225994498	4
VINBLASTINE	PD325901	UACC62	0.8605287776	4
VINBLASTINE	PD325901	UWB1289BRCA1	6.3527737203	4
VINBLASTINE	PD325901	UWB1289	22.379700095700002	4
VINBLASTINE	PD325901	VCAP	6.1426304588	4
VINBLASTINE	PD325901	ZR751	-19.2669034499	4
VINBLASTINE	SORAFENIB	A2058	25.434491904	1
VINBLASTINE	SORAFENIB	A2780	-1.0058666956	1
VINBLASTINE	SORAFENIB	A375	15.478497333800002	1
VINBLASTINE	SORAFENIB	A427	10.9539939626	1
VINBLASTINE	SORAFENIB	CAOV3	-9.920310859199999	1
VINBLASTINE	SORAFENIB	COLO320DM	6.9297009771	1
VINBLASTINE	SORAFENIB	DLD1	20.9838105211	1
VINBLASTINE	SORAFENIB	EFM192B	20.6345511451	1
VINBLASTINE	SORAFENIB	ES2	34.5943421567	1
VINBLASTINE	SORAFENIB	HCT116	22.700045114499996	1
VINBLASTINE	SORAFENIB	HT144	17.8721918112	1
VINBLASTINE	SORAFENIB	HT29	-2.2616549844	1
VINBLASTINE	SORAFENIB	KPL1	11.7811433925	1
VINBLASTINE	SORAFENIB	LNCAP	-1.7630791316999999	1
VINBLASTINE	SORAFENIB	LOVO	0.95587232	1
VINBLASTINE	SORAFENIB	MDAMB436	-6.9375596086	1
VINBLASTINE	SORAFENIB	MSTO	-12.615435655899999	1
VINBLASTINE	SORAFENIB	NCIH1650	11.113850323900001	1
VINBLASTINE	SORAFENIB	NCIH2122	0.2675670109	1
VINBLASTINE	SORAFENIB	NCIH23	1.1416884878	1
VINBLASTINE	SORAFENIB	NCIH460	16.2349382375	1
VINBLASTINE	SORAFENIB	NCIH520	4.0679893949	1
VINBLASTINE	SORAFENIB	OCUBM	11.625510701500001	1
VINBLASTINE	SORAFENIB	OV90	4.8641936474000005	1
VINBLASTINE	SORAFENIB	OVCAR3	-8.6433975994	1
VINBLASTINE	SORAFENIB	PA1	2.1032673872	1
VINBLASTINE	SORAFENIB	RKO	29.177943423200002	1
VINBLASTINE	SORAFENIB	RPMI7951	-5.6528353662	1
VINBLASTINE	SORAFENIB	SKMEL30	11.9527405495	1
VINBLASTINE	SORAFENIB	SKMES1	18.1105033288	1
VINBLASTINE	SORAFENIB	SKOV3	25.0822725686	1
VINBLASTINE	SORAFENIB	SW620	35.1724852425	1
VINBLASTINE	SORAFENIB	SW837	9.277670163	1
VINBLASTINE	SORAFENIB	T47D	-8.8900720175	1
VINBLASTINE	SORAFENIB	UACC62	7.6852653813	1
VINBLASTINE	SORAFENIB	UWB1289BRCA1	4.59302952	1
VINBLASTINE	SORAFENIB	UWB1289	-5.577776500900001	1
VINBLASTINE	SORAFENIB	VCAP	39.735147788	1
VINBLASTINE	SORAFENIB	ZR751	-4.2222304313	1
VINBLASTINE	SUNITINIB	A2058	1.691645593	2
VINBLASTINE	SUNITINIB	A2780	-3.6963621683	2
VINBLASTINE	SUNITINIB	A375	1.1331448356	2
VINBLASTINE	SUNITINIB	A427	4.1168845333999995	2
VINBLASTINE	SUNITINIB	CAOV3	-3.7933688889	2
VINBLASTINE	SUNITINIB	COLO320DM	17.9636804079	2
VINBLASTINE	SUNITINIB	DLD1	8.680349493200001	2
VINBLASTINE	SUNITINIB	EFM192B	7.5858839189	2
VINBLASTINE	SUNITINIB	ES2	16.6588443253	2
VINBLASTINE	SUNITINIB	HCT116	5.8231050234	2
VINBLASTINE	SUNITINIB	HT144	7.0097573639999995	2
VINBLASTINE	SUNITINIB	HT29	-11.5241169766	2
VINBLASTINE	SUNITINIB	KPL1	14.713833222	2
VINBLASTINE	SUNITINIB	LNCAP	-19.4848664212	2
VINBLASTINE	SUNITINIB	LOVO	-0.27080570870000004	2
VINBLASTINE	SUNITINIB	MDAMB436	-5.8856345285	2
VINBLASTINE	SUNITINIB	MSTO	-12.158527253299999	2
VINBLASTINE	SUNITINIB	NCIH1650	7.6119467311	2
VINBLASTINE	SUNITINIB	NCIH2122	4.9685322615	2
VINBLASTINE	SUNITINIB	NCIH23	-18.8631606254	2
VINBLASTINE	SUNITINIB	NCIH460	-3.919378718	2
VINBLASTINE	SUNITINIB	NCIH520	-0.0105261659	2
VINBLASTINE	SUNITINIB	OCUBM	4.6231897187	2
VINBLASTINE	SUNITINIB	OV90	0.049221345599999994	2
VINBLASTINE	SUNITINIB	OVCAR3	-0.8433360325	2
VINBLASTINE	SUNITINIB	PA1	-9.9060289637	2
VINBLASTINE	SUNITINIB	RKO	-3.0015693038999998	2
VINBLASTINE	SUNITINIB	RPMI7951	-18.0288351506	2
VINBLASTINE	SUNITINIB	SKMEL30	-10.2995262056	2
VINBLASTINE	SUNITINIB	SKMES1	-9.699262447999999	2
VINBLASTINE	SUNITINIB	SKOV3	4.8199995606	2
VINBLASTINE	SUNITINIB	SW620	25.1692145051	2
VINBLASTINE	SUNITINIB	SW837	-8.047742094	2
VINBLASTINE	SUNITINIB	T47D	-18.9356727393	2
VINBLASTINE	SUNITINIB	UACC62	6.5892085896	2
VINBLASTINE	SUNITINIB	UWB1289BRCA1	2.8881828539999996	2
VINBLASTINE	SUNITINIB	UWB1289	-10.8701627477	2
VINBLASTINE	SUNITINIB	VCAP	6.3440139917	2
VINBLASTINE	SUNITINIB	ZR751	-11.2187150478	2
VINBLASTINE	TEMOZOLOMIDE	A2058	-30.2606186521	3
VINBLASTINE	TEMOZOLOMIDE	A2780	-56.2726764437	3
VINBLASTINE	TEMOZOLOMIDE	A375	-48.270944612600005	3
VINBLASTINE	TEMOZOLOMIDE	A427	-35.192155345	3
VINBLASTINE	TEMOZOLOMIDE	CAOV3	-114.91417522360001	3
VINBLASTINE	TEMOZOLOMIDE	COLO320DM	-3.7864186262	3
VINBLASTINE	TEMOZOLOMIDE	DLD1	-21.0366909054	3
VINBLASTINE	TEMOZOLOMIDE	EFM192B	-51.0342432042	3
VINBLASTINE	TEMOZOLOMIDE	ES2	7.5541326729	3
VINBLASTINE	TEMOZOLOMIDE	HCT116	-51.7158200443	3
VINBLASTINE	TEMOZOLOMIDE	HT144	-39.516051451100004	3
VINBLASTINE	TEMOZOLOMIDE	HT29	-50.045829035299995	3
VINBLASTINE	TEMOZOLOMIDE	KPL1	-19.8883592243	3
VINBLASTINE	TEMOZOLOMIDE	LNCAP	-59.7100275396	3
VINBLASTINE	TEMOZOLOMIDE	LOVO	-51.8123407116	3
VINBLASTINE	TEMOZOLOMIDE	MDAMB436	-29.257133714000002	3
VINBLASTINE	TEMOZOLOMIDE	MSTO	-28.443000922800003	3
VINBLASTINE	TEMOZOLOMIDE	NCIH1650	-44.1530389342	3
VINBLASTINE	TEMOZOLOMIDE	NCIH2122	-73.2315203358	3
VINBLASTINE	TEMOZOLOMIDE	NCIH23	-61.8739591371	3
VINBLASTINE	TEMOZOLOMIDE	NCIH460	-28.1301303483	3
VINBLASTINE	TEMOZOLOMIDE	NCIH520	-49.4422619401	3
VINBLASTINE	TEMOZOLOMIDE	OCUBM	-24.440431364299997	3
VINBLASTINE	TEMOZOLOMIDE	OV90	-28.9781054746	3
VINBLASTINE	TEMOZOLOMIDE	OVCAR3	-67.0260311079	3
VINBLASTINE	TEMOZOLOMIDE	PA1	-68.5685073642	3
VINBLASTINE	TEMOZOLOMIDE	RKO	-24.2709245271	3
VINBLASTINE	TEMOZOLOMIDE	RPMI7951	-52.572288317399995	3
VINBLASTINE	TEMOZOLOMIDE	SKMEL30	-26.1556703222	3
VINBLASTINE	TEMOZOLOMIDE	SKMES1	-34.0131595249	3
VINBLASTINE	TEMOZOLOMIDE	SKOV3	-52.46322561270001	3
VINBLASTINE	TEMOZOLOMIDE	SW620	18.310692726099997	3
VINBLASTINE	TEMOZOLOMIDE	SW837	-33.0458757616	3
VINBLASTINE	TEMOZOLOMIDE	T47D	-134.8040986556	3
VINBLASTINE	TEMOZOLOMIDE	UACC62	-23.0731033173	3
VINBLASTINE	TEMOZOLOMIDE	UWB1289BRCA1	-6.9649184673	3
VINBLASTINE	TEMOZOLOMIDE	UWB1289	-15.133502016300001	3
VINBLASTINE	TEMOZOLOMIDE	VCAP	-41.0518736563	3
VINBLASTINE	TEMOZOLOMIDE	ZR751	-109.61368283510001	3
VINBLASTINE	ZOLINZA	A2058	-21.5181259962	1
VINBLASTINE	ZOLINZA	A2780	-14.140862033	1
VINBLASTINE	ZOLINZA	A375	-31.315197337399997	1
VINBLASTINE	ZOLINZA	A427	-35.8203169521	1
VINBLASTINE	ZOLINZA	CAOV3	-37.1587721984	1
VINBLASTINE	ZOLINZA	COLO320DM	15.9863395851	1
VINBLASTINE	ZOLINZA	DLD1	-3.9967092292000004	1
VINBLASTINE	ZOLINZA	EFM192B	1.5929099294	1
VINBLASTINE	ZOLINZA	ES2	5.605589033099999	1
VINBLASTINE	ZOLINZA	HCT116	-13.3436681202	1
VINBLASTINE	ZOLINZA	HT144	2.2034373108	1
VINBLASTINE	ZOLINZA	HT29	-3.1482073556	1
VINBLASTINE	ZOLINZA	KPL1	20.3919435415	1
VINBLASTINE	ZOLINZA	LNCAP	10.418092888	1
VINBLASTINE	ZOLINZA	LOVO	4.4735537096	1
VINBLASTINE	ZOLINZA	MDAMB436	-16.0202188793	1
VINBLASTINE	ZOLINZA	MSTO	75.7845439063	1
VINBLASTINE	ZOLINZA	NCIH1650	3.9800829105	1
VINBLASTINE	ZOLINZA	NCIH2122	-20.1533774561	1
VINBLASTINE	ZOLINZA	NCIH23	-38.572133932199996	1
VINBLASTINE	ZOLINZA	NCIH460	-18.9438150189	1
VINBLASTINE	ZOLINZA	NCIH520	-0.6967886206	1
VINBLASTINE	ZOLINZA	OCUBM	-17.9463913939	1
VINBLASTINE	ZOLINZA	OV90	-7.3375051426999995	1
VINBLASTINE	ZOLINZA	OVCAR3	-17.1502664962	1
VINBLASTINE	ZOLINZA	PA1	-16.1536641481	1
VINBLASTINE	ZOLINZA	RKO	-3.1911129974000003	1
VINBLASTINE	ZOLINZA	RPMI7951	-11.507612329	1
VINBLASTINE	ZOLINZA	SKMEL30	-28.5352354485	1
VINBLASTINE	ZOLINZA	SKMES1	0.8742464395999999	1
VINBLASTINE	ZOLINZA	SKOV3	24.428208264000002	1
VINBLASTINE	ZOLINZA	SW620	19.968120769200002	1
VINBLASTINE	ZOLINZA	SW837	12.899472095899998	1
VINBLASTINE	ZOLINZA	T47D	1.746119261	1
VINBLASTINE	ZOLINZA	UACC62	1.6700198484	1
VINBLASTINE	ZOLINZA	UWB1289BRCA1	6.6023987333	1
VINBLASTINE	ZOLINZA	UWB1289	-24.6926209029	1
VINBLASTINE	ZOLINZA	VCAP	18.2819483621	1
VINBLASTINE	ZOLINZA	ZR751	-40.7803756407	1
VINORELBINE	ABT-888	A2058	-14.7294813578	3
VINORELBINE	ABT-888	A2780	-13.939491309400001	3
VINORELBINE	ABT-888	A375	10.3218883659	3
VINORELBINE	ABT-888	A427	-15.8284241588	3
VINORELBINE	ABT-888	CAOV3	-34.178707628299996	3
VINORELBINE	ABT-888	COLO320DM	4.2406959842	3
VINORELBINE	ABT-888	DLD1	-1.2214440017000001	3
VINORELBINE	ABT-888	EFM192B	-6.5120953838	3
VINORELBINE	ABT-888	ES2	14.916307495	3
VINORELBINE	ABT-888	HCT116	-10.428917776699999	3
VINORELBINE	ABT-888	HT144	-3.3745787575999997	3
VINORELBINE	ABT-888	HT29	-21.0822002265	3
VINORELBINE	ABT-888	KPL1	2.4550415081	3
VINORELBINE	ABT-888	LNCAP	20.7971131344	3
VINORELBINE	ABT-888	LOVO	-2.3853923898	3
VINORELBINE	ABT-888	MDAMB436	9.6731129907	3
VINORELBINE	ABT-888	MSTO	53.0552674655	3
VINORELBINE	ABT-888	NCIH1650	-10.637291316799999	3
VINORELBINE	ABT-888	NCIH2122	-11.4513456494	3
VINORELBINE	ABT-888	NCIH23	-99.7060111901	3
VINORELBINE	ABT-888	NCIH460	0.6231419074	3
VINORELBINE	ABT-888	NCIH520	-10.233451843300001	3
VINORELBINE	ABT-888	OCUBM	-2.3011650785	3
VINORELBINE	ABT-888	OV90	21.7356261889	3
VINORELBINE	ABT-888	OVCAR3	-15.271650621800001	3
VINORELBINE	ABT-888	PA1	-6.3223441760000005	3
VINORELBINE	ABT-888	RKO	-1.336451327	3
VINORELBINE	ABT-888	RPMI7951	-11.415829188599998	3
VINORELBINE	ABT-888	SKMEL30	10.5760291139	3
VINORELBINE	ABT-888	SKMES1	19.4068048793	3
VINORELBINE	ABT-888	SKOV3	6.3280117766999995	3
VINORELBINE	ABT-888	SW620	-2.0320716285	3
VINORELBINE	ABT-888	SW837	-22.605005376199998	3
VINORELBINE	ABT-888	T47D	-62.141530449499996	3
VINORELBINE	ABT-888	UACC62	-4.1488391861	3
VINORELBINE	ABT-888	UWB1289BRCA1	-17.416233042	3
VINORELBINE	ABT-888	UWB1289	26.1330844074	3
VINORELBINE	ABT-888	VCAP	-15.9940482586	3
VINORELBINE	ABT-888	ZR751	-18.106333876	3
VINORELBINE	AZD1775	A2058	-15.9386190969	4
VINORELBINE	AZD1775	A2780	-7.693447052200001	4
VINORELBINE	AZD1775	A375	-2.0464460091	4
VINORELBINE	AZD1775	A427	-5.4366236764	4
VINORELBINE	AZD1775	CAOV3	-13.6961225851	4
VINORELBINE	AZD1775	COLO320DM	6.877021362000001	4
VINORELBINE	AZD1775	DLD1	4.8094087491	4
VINORELBINE	AZD1775	EFM192B	-3.5585876996	4
VINORELBINE	AZD1775	ES2	4.4393356193999995	4
VINORELBINE	AZD1775	HCT116	-2.020542738	4
VINORELBINE	AZD1775	HT144	5.3345628362	4
VINORELBINE	AZD1775	HT29	-19.938582553299998	4
VINORELBINE	AZD1775	KPL1	7.2133641063	4
VINORELBINE	AZD1775	LNCAP	1.7648256099000001	4
VINORELBINE	AZD1775	LOVO	3.3826614243	4
VINORELBINE	AZD1775	MDAMB436	-0.8931716097	4
VINORELBINE	AZD1775	MSTO	2.8311541533999995	4
VINORELBINE	AZD1775	NCIH1650	2.1717664711	4
VINORELBINE	AZD1775	NCIH2122	-29.0534773004	4
VINORELBINE	AZD1775	NCIH23	-19.1533280078	4
VINORELBINE	AZD1775	NCIH460	-4.1210077134	4
VINORELBINE	AZD1775	NCIH520	4.9748200757	4
VINORELBINE	AZD1775	OCUBM	-17.0999842981	4
VINORELBINE	AZD1775	OV90	20.383506013399998	4
VINORELBINE	AZD1775	OVCAR3	-13.2157033849	4
VINORELBINE	AZD1775	PA1	-8.2007347862	4
VINORELBINE	AZD1775	RKO	-1.4257800163999998	4
VINORELBINE	AZD1775	RPMI7951	-12.0421805889	4
VINORELBINE	AZD1775	SKMEL30	-6.0062596334	4
VINORELBINE	AZD1775	SKMES1	-7.8989121667	4
VINORELBINE	AZD1775	SKOV3	15.3197731877	4
VINORELBINE	AZD1775	SW620	-0.374495026	4
VINORELBINE	AZD1775	SW837	-11.1620880664	4
VINORELBINE	AZD1775	T47D	-13.6059884367	4
VINORELBINE	AZD1775	UACC62	-1.6167121962	4
VINORELBINE	AZD1775	UWB1289BRCA1	0.8567888717000001	4
VINORELBINE	AZD1775	UWB1289	72.6980968476	4
VINORELBINE	AZD1775	VCAP	-33.100781464200004	4
VINORELBINE	AZD1775	ZR751	-16.4496990764	4
VINORELBINE	BEZ-235	A2058	2.7299838694	4
VINORELBINE	BEZ-235	A2780	8.0734820106	4
VINORELBINE	BEZ-235	A375	41.509126041100004	4
VINORELBINE	BEZ-235	A427	5.1483075392	4
VINORELBINE	BEZ-235	CAOV3	-37.172919178200004	4
VINORELBINE	BEZ-235	COLO320DM	27.8971738948	4
VINORELBINE	BEZ-235	DLD1	20.994789260999998	4
VINORELBINE	BEZ-235	EFM192B	-2.0408736137	4
VINORELBINE	BEZ-235	ES2	28.5609829194	4
VINORELBINE	BEZ-235	HCT116	-5.6159522023	4
VINORELBINE	BEZ-235	HT144	39.323441204299996	4
VINORELBINE	BEZ-235	HT29	-8.9775010025	4
VINORELBINE	BEZ-235	KPL1	31.962102715700002	4
VINORELBINE	BEZ-235	LNCAP	68.1102120881	4
VINORELBINE	BEZ-235	LOVO	14.9718237044	4
VINORELBINE	BEZ-235	MDAMB436	25.9745965392	4
VINORELBINE	BEZ-235	MSTO	82.3312745799	4
VINORELBINE	BEZ-235	NCIH1650	12.5138204193	4
VINORELBINE	BEZ-235	NCIH2122	-26.5142463804	4
VINORELBINE	BEZ-235	NCIH23	-212.45978715529998	4
VINORELBINE	BEZ-235	NCIH460	37.078441451399996	4
VINORELBINE	BEZ-235	NCIH520	14.378140336600001	4
VINORELBINE	BEZ-235	OCUBM	-13.623687833499998	4
VINORELBINE	BEZ-235	OV90	56.1673836821	4
VINORELBINE	BEZ-235	OVCAR3	-27.050723000999998	4
VINORELBINE	BEZ-235	PA1	-9.6051360844	4
VINORELBINE	BEZ-235	RKO	14.850809299000002	4
VINORELBINE	BEZ-235	RPMI7951	2.8474883044999997	4
VINORELBINE	BEZ-235	SKMEL30	32.384809588	4
VINORELBINE	BEZ-235	SKMES1	23.1042935387	4
VINORELBINE	BEZ-235	SKOV3	19.3368476136	4
VINORELBINE	BEZ-235	SW620	15.161364385299999	4
VINORELBINE	BEZ-235	SW837	23.546630212199997	4
VINORELBINE	BEZ-235	T47D	121.2857062315	4
VINORELBINE	BEZ-235	UACC62	27.9525589392	4
VINORELBINE	BEZ-235	UWB1289BRCA1	19.4716344471	4
VINORELBINE	BEZ-235	UWB1289	14.275702747999999	4
VINORELBINE	BEZ-235	VCAP	-23.5066855865	4
VINORELBINE	BEZ-235	ZR751	34.1582940032	4
VINORELBINE	BORTEZOMIB	A2058	-29.6509663979	3
VINORELBINE	BORTEZOMIB	A2780	-33.091956833400005	3
VINORELBINE	BORTEZOMIB	A375	-9.5987529462	3
VINORELBINE	BORTEZOMIB	A427	-23.9329980032	3
VINORELBINE	BORTEZOMIB	CAOV3	-42.792628008	3
VINORELBINE	BORTEZOMIB	COLO320DM	-15.383143936199998	3
VINORELBINE	BORTEZOMIB	DLD1	0.047450388600000004	3
VINORELBINE	BORTEZOMIB	EFM192B	-50.8313661047	3
VINORELBINE	BORTEZOMIB	ES2	-28.591565205100004	3
VINORELBINE	BORTEZOMIB	HCT116	-23.6526330964	3
VINORELBINE	BORTEZOMIB	HT144	-9.7794957463	3
VINORELBINE	BORTEZOMIB	HT29	-42.6882645457	3
VINORELBINE	BORTEZOMIB	KPL1	-0.4822734038	3
VINORELBINE	BORTEZOMIB	LNCAP	-15.559037043	3
VINORELBINE	BORTEZOMIB	LOVO	-2.5678921152000003	3
VINORELBINE	BORTEZOMIB	MDAMB436	-3.6791287322	3
VINORELBINE	BORTEZOMIB	MSTO	130.13951741280002	3
VINORELBINE	BORTEZOMIB	NCIH1650	-28.1879289062	3
VINORELBINE	BORTEZOMIB	NCIH2122	-57.5275999825	3
VINORELBINE	BORTEZOMIB	NCIH23	-257.7597110447	3
VINORELBINE	BORTEZOMIB	NCIH460	-19.9963898897	3
